/usr/local/lib/python3.8/dist-packages/torch/functional.py:504: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /opt/pytorch/pytorch/aten/src/ATen/native/TensorShape.cpp:3423.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
<<<iteration:[20/525] - total_loss: 6.9731  obj_loss: 0.0772  noobj_loss: 3.9329  bbox_loss: 0.7826  cls_loss: 1.0162
<<<iteration:[480/525] - total_loss: 1.7813  obj_loss: 0.0281  noobj_loss: 1.0079  bbox_loss: 0.1858  cls_loss: 0.3203
<<<iteration:[500/525] - total_loss: 3.1247  obj_loss: 0.0291  noobj_loss: 1.0457  bbox_loss: 0.4529  cls_loss: 0.3082
<<<iteration:[520/525] - total_loss: 2.1657  obj_loss: 0.0275  noobj_loss: 0.9760  bbox_loss: 0.2724  cls_loss: 0.2882
epoch:1/100 - Train Loss: 2.7859, Val Loss: 2.7112
<<<iteration:[20/525] - total_loss: 1.8429  obj_loss: 0.0332  noobj_loss: 1.0102  bbox_loss: 0.2048  cls_loss: 0.2809
<<<iteration:[40/525] - total_loss: 1.6988  obj_loss: 0.0383  noobj_loss: 0.9312  bbox_loss: 0.1902  cls_loss: 0.2438
<<<iteration:[60/525] - total_loss: 1.6693  obj_loss: 0.0379  noobj_loss: 0.9098  bbox_loss: 0.1829  cls_loss: 0.2620
<<<iteration:[80/525] - total_loss: 1.7592  obj_loss: 0.0287  noobj_loss: 0.8769  bbox_loss: 0.2135  cls_loss: 0.2245
<<<iteration:[100/525] - total_loss: 1.5670  obj_loss: 0.0282  noobj_loss: 0.8255  bbox_loss: 0.1824  cls_loss: 0.2138
<<<iteration:[120/525] - total_loss: 1.5199  obj_loss: 0.0333  noobj_loss: 0.8138  bbox_loss: 0.1682  cls_loss: 0.2387
<<<iteration:[140/525] - total_loss: 1.5123  obj_loss: 0.0293  noobj_loss: 0.7689  bbox_loss: 0.1669  cls_loss: 0.2640
<<<iteration:[160/525] - total_loss: 1.3913  obj_loss: 0.0339  noobj_loss: 0.7779  bbox_loss: 0.1495  cls_loss: 0.2208
<<<iteration:[180/525] - total_loss: 1.5372  obj_loss: 0.0339  noobj_loss: 0.7141  bbox_loss: 0.1741  cls_loss: 0.2760
<<<iteration:[200/525] - total_loss: 1.6134  obj_loss: 0.0315  noobj_loss: 0.7165  bbox_loss: 0.1918  cls_loss: 0.2647
<<<iteration:[220/525] - total_loss: 1.4537  obj_loss: 0.0330  noobj_loss: 0.6608  bbox_loss: 0.1621  cls_loss: 0.2800
<<<iteration:[240/525] - total_loss: 1.3068  obj_loss: 0.0360  noobj_loss: 0.6287  bbox_loss: 0.1476  cls_loss: 0.2186
<<<iteration:[260/525] - total_loss: 1.3241  obj_loss: 0.0420  noobj_loss: 0.6177  bbox_loss: 0.1578  cls_loss: 0.1840
<<<iteration:[280/525] - total_loss: 1.2568  obj_loss: 0.0360  noobj_loss: 0.6021  bbox_loss: 0.1360  cls_loss: 0.2397
<<<iteration:[300/525] - total_loss: 1.2628  obj_loss: 0.0358  noobj_loss: 0.5965  bbox_loss: 0.1547  cls_loss: 0.1551
<<<iteration:[320/525] - total_loss: 1.1571  obj_loss: 0.0434  noobj_loss: 0.5749  bbox_loss: 0.1271  cls_loss: 0.1910
<<<iteration:[340/525] - total_loss: 1.2184  obj_loss: 0.0281  noobj_loss: 0.5613  bbox_loss: 0.1398  cls_loss: 0.2105
<<<iteration:[360/525] - total_loss: 1.1016  obj_loss: 0.0488  noobj_loss: 0.5491  bbox_loss: 0.1138  cls_loss: 0.2094
<<<iteration:[380/525] - total_loss: 1.7053  obj_loss: 0.0321  noobj_loss: 0.5906  bbox_loss: 0.2387  cls_loss: 0.1844
<<<iteration:[400/525] - total_loss: 1.3296  obj_loss: 0.0438  noobj_loss: 0.5231  bbox_loss: 0.1562  cls_loss: 0.2433
<<<iteration:[420/525] - total_loss: 1.2648  obj_loss: 0.0417  noobj_loss: 0.4799  bbox_loss: 0.1556  cls_loss: 0.2053
<<<iteration:[440/525] - total_loss: 1.1356  obj_loss: 0.0487  noobj_loss: 0.5190  bbox_loss: 0.1152  cls_loss: 0.2514
<<<iteration:[460/525] - total_loss: 1.1431  obj_loss: 0.0419  noobj_loss: 0.5046  bbox_loss: 0.1305  cls_loss: 0.1965
<<<iteration:[480/525] - total_loss: 0.9605  obj_loss: 0.0393  noobj_loss: 0.4719  bbox_loss: 0.1051  cls_loss: 0.1597
<<<iteration:[500/525] - total_loss: 0.9733  obj_loss: 0.0471  noobj_loss: 0.4383  bbox_loss: 0.0953  cls_loss: 0.2304
<<<iteration:[520/525] - total_loss: 0.9843  obj_loss: 0.0409  noobj_loss: 0.4284  bbox_loss: 0.1099  cls_loss: 0.1796
epoch:2/100 - Train Loss: 1.3677, Val Loss: 0.8953
<<<iteration:[20/525] - total_loss: 0.9198  obj_loss: 0.0589  noobj_loss: 0.4298  bbox_loss: 0.0925  cls_loss: 0.1836
<<<iteration:[40/525] - total_loss: 0.9582  obj_loss: 0.0509  noobj_loss: 0.3903  bbox_loss: 0.1036  cls_loss: 0.1941
<<<iteration:[60/525] - total_loss: 0.8973  obj_loss: 0.0425  noobj_loss: 0.3644  bbox_loss: 0.0941  cls_loss: 0.2021
<<<iteration:[80/525] - total_loss: 0.7603  obj_loss: 0.0456  noobj_loss: 0.3554  bbox_loss: 0.0762  cls_loss: 0.1559
<<<iteration:[100/525] - total_loss: 0.8907  obj_loss: 0.0448  noobj_loss: 0.3607  bbox_loss: 0.0918  cls_loss: 0.2065
<<<iteration:[120/525] - total_loss: 0.8564  obj_loss: 0.0525  noobj_loss: 0.3490  bbox_loss: 0.0812  cls_loss: 0.2232
<<<iteration:[140/525] - total_loss: 0.7647  obj_loss: 0.0569  noobj_loss: 0.3335  bbox_loss: 0.0710  cls_loss: 0.1860
<<<iteration:[160/525] - total_loss: 0.9091  obj_loss: 0.0517  noobj_loss: 0.3397  bbox_loss: 0.1006  cls_loss: 0.1845
<<<iteration:[180/525] - total_loss: 0.8677  obj_loss: 0.0551  noobj_loss: 0.3368  bbox_loss: 0.0933  cls_loss: 0.1778
<<<iteration:[200/525] - total_loss: 0.8200  obj_loss: 0.0605  noobj_loss: 0.3256  bbox_loss: 0.0812  cls_loss: 0.1907
<<<iteration:[220/525] - total_loss: 0.7595  obj_loss: 0.0691  noobj_loss: 0.2690  bbox_loss: 0.0737  cls_loss: 0.1876
<<<iteration:[240/525] - total_loss: 0.7346  obj_loss: 0.0645  noobj_loss: 0.2854  bbox_loss: 0.0727  cls_loss: 0.1639
<<<iteration:[260/525] - total_loss: 0.7425  obj_loss: 0.0760  noobj_loss: 0.2457  bbox_loss: 0.0739  cls_loss: 0.1739
<<<iteration:[280/525] - total_loss: 0.6568  obj_loss: 0.0564  noobj_loss: 0.2517  bbox_loss: 0.0680  cls_loss: 0.1346
<<<iteration:[300/525] - total_loss: 0.5888  obj_loss: 0.0728  noobj_loss: 0.2283  bbox_loss: 0.0561  cls_loss: 0.1216
<<<iteration:[320/525] - total_loss: 0.7090  obj_loss: 0.0828  noobj_loss: 0.2428  bbox_loss: 0.0719  cls_loss: 0.1453
<<<iteration:[340/525] - total_loss: 0.6744  obj_loss: 0.0680  noobj_loss: 0.2265  bbox_loss: 0.0690  cls_loss: 0.1484
<<<iteration:[360/525] - total_loss: 0.6969  obj_loss: 0.0610  noobj_loss: 0.2176  bbox_loss: 0.0713  cls_loss: 0.1708
<<<iteration:[380/525] - total_loss: 0.7726  obj_loss: 0.0610  noobj_loss: 0.2268  bbox_loss: 0.0773  cls_loss: 0.2115
<<<iteration:[400/525] - total_loss: 0.7059  obj_loss: 0.0666  noobj_loss: 0.2216  bbox_loss: 0.0706  cls_loss: 0.1755
<<<iteration:[420/525] - total_loss: 0.7525  obj_loss: 0.0632  noobj_loss: 0.2255  bbox_loss: 0.0798  cls_loss: 0.1772
<<<iteration:[440/525] - total_loss: 0.5746  obj_loss: 0.0744  noobj_loss: 0.1839  bbox_loss: 0.0507  cls_loss: 0.1547
<<<iteration:[460/525] - total_loss: 0.5276  obj_loss: 0.0775  noobj_loss: 0.1851  bbox_loss: 0.0488  cls_loss: 0.1137
<<<iteration:[480/525] - total_loss: 0.5939  obj_loss: 0.0791  noobj_loss: 0.1890  bbox_loss: 0.0526  cls_loss: 0.1573
<<<iteration:[500/525] - total_loss: 0.5478  obj_loss: 0.0733  noobj_loss: 0.1896  bbox_loss: 0.0516  cls_loss: 0.1218
<<<iteration:[520/525] - total_loss: 0.5994  obj_loss: 0.0599  noobj_loss: 0.1700  bbox_loss: 0.0685  cls_loss: 0.1122
epoch:3/100 - Train Loss: 0.7395, Val Loss: 0.4951
<<<iteration:[20/525] - total_loss: 0.5541  obj_loss: 0.0830  noobj_loss: 0.1921  bbox_loss: 0.0496  cls_loss: 0.1271
<<<iteration:[40/525] - total_loss: 0.6191  obj_loss: 0.0778  noobj_loss: 0.1872  bbox_loss: 0.0594  cls_loss: 0.1508
<<<iteration:[60/525] - total_loss: 0.5855  obj_loss: 0.0896  noobj_loss: 0.1768  bbox_loss: 0.0492  cls_loss: 0.1615
<<<iteration:[80/525] - total_loss: 0.5313  obj_loss: 0.0797  noobj_loss: 0.1682  bbox_loss: 0.0477  cls_loss: 0.1291
<<<iteration:[100/525] - total_loss: 0.5841  obj_loss: 0.0743  noobj_loss: 0.1602  bbox_loss: 0.0565  cls_loss: 0.1472
<<<iteration:[120/525] - total_loss: 0.6124  obj_loss: 0.0815  noobj_loss: 0.1654  bbox_loss: 0.0556  cls_loss: 0.1704
<<<iteration:[140/525] - total_loss: 0.4860  obj_loss: 0.0834  noobj_loss: 0.1543  bbox_loss: 0.0405  cls_loss: 0.1228
<<<iteration:[160/525] - total_loss: 0.5850  obj_loss: 0.0914  noobj_loss: 0.1630  bbox_loss: 0.0535  cls_loss: 0.1448
<<<iteration:[180/525] - total_loss: 0.5223  obj_loss: 0.0851  noobj_loss: 0.1686  bbox_loss: 0.0463  cls_loss: 0.1213
<<<iteration:[200/525] - total_loss: 0.5335  obj_loss: 0.0806  noobj_loss: 0.1486  bbox_loss: 0.0438  cls_loss: 0.1596
<<<iteration:[220/525] - total_loss: 0.5215  obj_loss: 0.0867  noobj_loss: 0.1560  bbox_loss: 0.0493  cls_loss: 0.1104
<<<iteration:[240/525] - total_loss: 0.6412  obj_loss: 0.0800  noobj_loss: 0.1619  bbox_loss: 0.0615  cls_loss: 0.1727
<<<iteration:[260/525] - total_loss: 0.5663  obj_loss: 0.0836  noobj_loss: 0.1573  bbox_loss: 0.0510  cls_loss: 0.1488
<<<iteration:[280/525] - total_loss: 0.5076  obj_loss: 0.0797  noobj_loss: 0.1526  bbox_loss: 0.0445  cls_loss: 0.1291
<<<iteration:[300/525] - total_loss: 0.4818  obj_loss: 0.0907  noobj_loss: 0.1378  bbox_loss: 0.0389  cls_loss: 0.1278
<<<iteration:[320/525] - total_loss: 0.4711  obj_loss: 0.0813  noobj_loss: 0.1444  bbox_loss: 0.0463  cls_loss: 0.0859
<<<iteration:[340/525] - total_loss: 0.5006  obj_loss: 0.0888  noobj_loss: 0.1405  bbox_loss: 0.0422  cls_loss: 0.1307
<<<iteration:[360/525] - total_loss: 0.5362  obj_loss: 0.1002  noobj_loss: 0.1345  bbox_loss: 0.0387  cls_loss: 0.1751
<<<iteration:[380/525] - total_loss: 0.5160  obj_loss: 0.0830  noobj_loss: 0.1383  bbox_loss: 0.0451  cls_loss: 0.1386
<<<iteration:[400/525] - total_loss: 0.5362  obj_loss: 0.0879  noobj_loss: 0.1412  bbox_loss: 0.0440  cls_loss: 0.1574
<<<iteration:[420/525] - total_loss: 0.4663  obj_loss: 0.0802  noobj_loss: 0.1289  bbox_loss: 0.0391  cls_loss: 0.1264
<<<iteration:[440/525] - total_loss: 0.5181  obj_loss: 0.1060  noobj_loss: 0.1294  bbox_loss: 0.0363  cls_loss: 0.1661
<<<iteration:[460/525] - total_loss: 0.5052  obj_loss: 0.0788  noobj_loss: 0.1362  bbox_loss: 0.0452  cls_loss: 0.1324
<<<iteration:[480/525] - total_loss: 0.4865  obj_loss: 0.0909  noobj_loss: 0.1371  bbox_loss: 0.0432  cls_loss: 0.1112
<<<iteration:[500/525] - total_loss: 0.6484  obj_loss: 0.0816  noobj_loss: 0.1285  bbox_loss: 0.0665  cls_loss: 0.1702
<<<iteration:[520/525] - total_loss: 0.5205  obj_loss: 0.1055  noobj_loss: 0.1187  bbox_loss: 0.0487  cls_loss: 0.1123
epoch:4/100 - Train Loss: 0.5395, Val Loss: 0.4725
<<<iteration:[20/525] - total_loss: 0.5140  obj_loss: 0.1031  noobj_loss: 0.1225  bbox_loss: 0.0415  cls_loss: 0.1422
<<<iteration:[40/525] - total_loss: 0.4951  obj_loss: 0.0858  noobj_loss: 0.1113  bbox_loss: 0.0408  cls_loss: 0.1496
<<<iteration:[60/525] - total_loss: 0.4802  obj_loss: 0.0996  noobj_loss: 0.1114  bbox_loss: 0.0397  cls_loss: 0.1266
<<<iteration:[80/525] - total_loss: 0.5532  obj_loss: 0.0907  noobj_loss: 0.1202  bbox_loss: 0.0479  cls_loss: 0.1629
<<<iteration:[100/525] - total_loss: 0.4545  obj_loss: 0.0993  noobj_loss: 0.1155  bbox_loss: 0.0358  cls_loss: 0.1183
<<<iteration:[120/525] - total_loss: 0.5130  obj_loss: 0.0957  noobj_loss: 0.1134  bbox_loss: 0.0337  cls_loss: 0.1919
<<<iteration:[140/525] - total_loss: 0.3995  obj_loss: 0.0892  noobj_loss: 0.1166  bbox_loss: 0.0323  cls_loss: 0.0903
<<<iteration:[160/525] - total_loss: 0.4433  obj_loss: 0.0939  noobj_loss: 0.1099  bbox_loss: 0.0378  cls_loss: 0.1053
<<<iteration:[180/525] - total_loss: 0.4667  obj_loss: 0.0981  noobj_loss: 0.1150  bbox_loss: 0.0384  cls_loss: 0.1188
<<<iteration:[200/525] - total_loss: 0.3984  obj_loss: 0.0886  noobj_loss: 0.1057  bbox_loss: 0.0331  cls_loss: 0.0914
<<<iteration:[220/525] - total_loss: 0.4557  obj_loss: 0.1193  noobj_loss: 0.1120  bbox_loss: 0.0338  cls_loss: 0.1115
<<<iteration:[240/525] - total_loss: 0.4811  obj_loss: 0.1367  noobj_loss: 0.1111  bbox_loss: 0.0356  cls_loss: 0.1110
<<<iteration:[260/525] - total_loss: 0.4941  obj_loss: 0.0963  noobj_loss: 0.1151  bbox_loss: 0.0422  cls_loss: 0.1291
<<<iteration:[280/525] - total_loss: 0.4346  obj_loss: 0.0953  noobj_loss: 0.0966  bbox_loss: 0.0345  cls_loss: 0.1183
<<<iteration:[300/525] - total_loss: 0.4278  obj_loss: 0.1019  noobj_loss: 0.1099  bbox_loss: 0.0304  cls_loss: 0.1188
<<<iteration:[320/525] - total_loss: 0.4467  obj_loss: 0.0974  noobj_loss: 0.1012  bbox_loss: 0.0360  cls_loss: 0.1188
<<<iteration:[340/525] - total_loss: 0.5458  obj_loss: 0.0987  noobj_loss: 0.1221  bbox_loss: 0.0489  cls_loss: 0.1415
<<<iteration:[360/525] - total_loss: 0.5014  obj_loss: 0.0935  noobj_loss: 0.1083  bbox_loss: 0.0475  cls_loss: 0.1165
<<<iteration:[380/525] - total_loss: 0.4724  obj_loss: 0.0973  noobj_loss: 0.1046  bbox_loss: 0.0381  cls_loss: 0.1323
<<<iteration:[400/525] - total_loss: 0.4768  obj_loss: 0.0986  noobj_loss: 0.0986  bbox_loss: 0.0460  cls_loss: 0.0990
<<<iteration:[420/525] - total_loss: 0.5184  obj_loss: 0.1083  noobj_loss: 0.1049  bbox_loss: 0.0480  cls_loss: 0.1175
<<<iteration:[440/525] - total_loss: 0.5558  obj_loss: 0.1042  noobj_loss: 0.1175  bbox_loss: 0.0532  cls_loss: 0.1268
<<<iteration:[460/525] - total_loss: 0.4836  obj_loss: 0.0986  noobj_loss: 0.1047  bbox_loss: 0.0438  cls_loss: 0.1134
<<<iteration:[480/525] - total_loss: 0.4666  obj_loss: 0.1078  noobj_loss: 0.0896  bbox_loss: 0.0404  cls_loss: 0.1119
<<<iteration:[500/525] - total_loss: 0.4633  obj_loss: 0.0934  noobj_loss: 0.0996  bbox_loss: 0.0400  cls_loss: 0.1202
<<<iteration:[520/525] - total_loss: 0.4382  obj_loss: 0.0988  noobj_loss: 0.0951  bbox_loss: 0.0347  cls_loss: 0.1183
epoch:5/100 - Train Loss: 0.4759, Val Loss: 0.4059
<<<iteration:[20/525] - total_loss: 0.4245  obj_loss: 0.1008  noobj_loss: 0.1066  bbox_loss: 0.0336  cls_loss: 0.1024
<<<iteration:[40/525] - total_loss: 0.4167  obj_loss: 0.0963  noobj_loss: 0.0869  bbox_loss: 0.0321  cls_loss: 0.1166
<<<iteration:[60/525] - total_loss: 0.4313  obj_loss: 0.1076  noobj_loss: 0.0950  bbox_loss: 0.0395  cls_loss: 0.0787
<<<iteration:[80/525] - total_loss: 0.4124  obj_loss: 0.1040  noobj_loss: 0.0890  bbox_loss: 0.0324  cls_loss: 0.1021
<<<iteration:[100/525] - total_loss: 0.4147  obj_loss: 0.1261  noobj_loss: 0.0907  bbox_loss: 0.0295  cls_loss: 0.0959
<<<iteration:[120/525] - total_loss: 0.4701  obj_loss: 0.0964  noobj_loss: 0.0940  bbox_loss: 0.0350  cls_loss: 0.1520
<<<iteration:[140/525] - total_loss: 0.3942  obj_loss: 0.1149  noobj_loss: 0.0893  bbox_loss: 0.0298  cls_loss: 0.0855
<<<iteration:[160/525] - total_loss: 0.4412  obj_loss: 0.1245  noobj_loss: 0.0901  bbox_loss: 0.0330  cls_loss: 0.1066
<<<iteration:[180/525] - total_loss: 0.4566  obj_loss: 0.1184  noobj_loss: 0.0998  bbox_loss: 0.0361  cls_loss: 0.1080
<<<iteration:[200/525] - total_loss: 0.4597  obj_loss: 0.0978  noobj_loss: 0.0868  bbox_loss: 0.0344  cls_loss: 0.1466
<<<iteration:[220/525] - total_loss: 0.3816  obj_loss: 0.1066  noobj_loss: 0.0904  bbox_loss: 0.0289  cls_loss: 0.0854
<<<iteration:[240/525] - total_loss: 0.4383  obj_loss: 0.1277  noobj_loss: 0.0865  bbox_loss: 0.0347  cls_loss: 0.0941
<<<iteration:[260/525] - total_loss: 0.4300  obj_loss: 0.1053  noobj_loss: 0.0878  bbox_loss: 0.0373  cls_loss: 0.0942
<<<iteration:[280/525] - total_loss: 0.4334  obj_loss: 0.1123  noobj_loss: 0.0952  bbox_loss: 0.0305  cls_loss: 0.1209
<<<iteration:[300/525] - total_loss: 0.4415  obj_loss: 0.1102  noobj_loss: 0.0832  bbox_loss: 0.0312  cls_loss: 0.1337
<<<iteration:[320/525] - total_loss: 0.4106  obj_loss: 0.1180  noobj_loss: 0.0895  bbox_loss: 0.0296  cls_loss: 0.1000
<<<iteration:[340/525] - total_loss: 0.4651  obj_loss: 0.1050  noobj_loss: 0.0874  bbox_loss: 0.0346  cls_loss: 0.1436
<<<iteration:[360/525] - total_loss: 0.4477  obj_loss: 0.1214  noobj_loss: 0.0957  bbox_loss: 0.0339  cls_loss: 0.1090
<<<iteration:[380/525] - total_loss: 0.3747  obj_loss: 0.1168  noobj_loss: 0.0903  bbox_loss: 0.0281  cls_loss: 0.0721
<<<iteration:[400/525] - total_loss: 0.4355  obj_loss: 0.1153  noobj_loss: 0.0835  bbox_loss: 0.0297  cls_loss: 0.1298
<<<iteration:[420/525] - total_loss: 0.4476  obj_loss: 0.1182  noobj_loss: 0.0846  bbox_loss: 0.0300  cls_loss: 0.1373
<<<iteration:[440/525] - total_loss: 0.3996  obj_loss: 0.1032  noobj_loss: 0.0795  bbox_loss: 0.0265  cls_loss: 0.1243
<<<iteration:[460/525] - total_loss: 0.4156  obj_loss: 0.1183  noobj_loss: 0.0793  bbox_loss: 0.0308  cls_loss: 0.1036
<<<iteration:[480/525] - total_loss: 0.4787  obj_loss: 0.1060  noobj_loss: 0.0876  bbox_loss: 0.0403  cls_loss: 0.1273
<<<iteration:[500/525] - total_loss: 0.4181  obj_loss: 0.1127  noobj_loss: 0.0931  bbox_loss: 0.0314  cls_loss: 0.1018
<<<iteration:[520/525] - total_loss: 0.4207  obj_loss: 0.1054  noobj_loss: 0.0866  bbox_loss: 0.0337  cls_loss: 0.1037
epoch:6/100 - Train Loss: 0.4292, Val Loss: 0.4407
<<<iteration:[20/525] - total_loss: 0.4842  obj_loss: 0.1322  noobj_loss: 0.0914  bbox_loss: 0.0372  cls_loss: 0.1201
<<<iteration:[40/525] - total_loss: 0.4648  obj_loss: 0.1264  noobj_loss: 0.0813  bbox_loss: 0.0317  cls_loss: 0.1393
<<<iteration:[60/525] - total_loss: 0.3837  obj_loss: 0.0986  noobj_loss: 0.0865  bbox_loss: 0.0307  cls_loss: 0.0883
<<<iteration:[80/525] - total_loss: 0.3934  obj_loss: 0.1156  noobj_loss: 0.0791  bbox_loss: 0.0309  cls_loss: 0.0839
<<<iteration:[100/525] - total_loss: 0.3908  obj_loss: 0.1089  noobj_loss: 0.0790  bbox_loss: 0.0273  cls_loss: 0.1058
<<<iteration:[120/525] - total_loss: 0.3926  obj_loss: 0.1248  noobj_loss: 0.0768  bbox_loss: 0.0279  cls_loss: 0.0897
<<<iteration:[140/525] - total_loss: 0.4275  obj_loss: 0.1224  noobj_loss: 0.0852  bbox_loss: 0.0308  cls_loss: 0.1085
<<<iteration:[160/525] - total_loss: 0.4155  obj_loss: 0.1254  noobj_loss: 0.0770  bbox_loss: 0.0264  cls_loss: 0.1199
<<<iteration:[180/525] - total_loss: 0.4107  obj_loss: 0.1218  noobj_loss: 0.0768  bbox_loss: 0.0274  cls_loss: 0.1134
<<<iteration:[200/525] - total_loss: 0.3811  obj_loss: 0.1104  noobj_loss: 0.0806  bbox_loss: 0.0244  cls_loss: 0.1081
<<<iteration:[220/525] - total_loss: 0.4118  obj_loss: 0.1176  noobj_loss: 0.0818  bbox_loss: 0.0295  cls_loss: 0.1057
<<<iteration:[240/525] - total_loss: 0.4174  obj_loss: 0.1261  noobj_loss: 0.0743  bbox_loss: 0.0269  cls_loss: 0.1194
<<<iteration:[260/525] - total_loss: 0.3653  obj_loss: 0.1135  noobj_loss: 0.0777  bbox_loss: 0.0266  cls_loss: 0.0799
<<<iteration:[280/525] - total_loss: 0.3956  obj_loss: 0.1229  noobj_loss: 0.0800  bbox_loss: 0.0225  cls_loss: 0.1201
<<<iteration:[300/525] - total_loss: 0.4074  obj_loss: 0.1191  noobj_loss: 0.0753  bbox_loss: 0.0271  cls_loss: 0.1151
<<<iteration:[320/525] - total_loss: 0.3919  obj_loss: 0.1115  noobj_loss: 0.0805  bbox_loss: 0.0292  cls_loss: 0.0941
<<<iteration:[340/525] - total_loss: 0.4166  obj_loss: 0.1148  noobj_loss: 0.0780  bbox_loss: 0.0285  cls_loss: 0.1205
<<<iteration:[360/525] - total_loss: 0.3716  obj_loss: 0.1156  noobj_loss: 0.0786  bbox_loss: 0.0274  cls_loss: 0.0795
<<<iteration:[380/525] - total_loss: 0.3622  obj_loss: 0.1101  noobj_loss: 0.0817  bbox_loss: 0.0255  cls_loss: 0.0840
<<<iteration:[400/525] - total_loss: 0.3990  obj_loss: 0.1228  noobj_loss: 0.0771  bbox_loss: 0.0290  cls_loss: 0.0927
<<<iteration:[420/525] - total_loss: 0.4111  obj_loss: 0.1059  noobj_loss: 0.0753  bbox_loss: 0.0278  cls_loss: 0.1289
<<<iteration:[440/525] - total_loss: 0.4000  obj_loss: 0.1185  noobj_loss: 0.0754  bbox_loss: 0.0290  cls_loss: 0.0988
<<<iteration:[460/525] - total_loss: 0.3983  obj_loss: 0.1302  noobj_loss: 0.0777  bbox_loss: 0.0262  cls_loss: 0.0984
<<<iteration:[480/525] - total_loss: 0.3773  obj_loss: 0.1192  noobj_loss: 0.0720  bbox_loss: 0.0229  cls_loss: 0.1074
<<<iteration:[500/525] - total_loss: 0.3894  obj_loss: 0.1287  noobj_loss: 0.0773  bbox_loss: 0.0237  cls_loss: 0.1037
